"","ResponseId","v1","assignment","should_exclude","responded","geometry","governatore"
"3849","R_e2PP06PnENiERdT",3633,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"3850","R_e2qCGI2OzOKYiQh",284,"Control",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"3851","R_e3BOuWGyglJSr29",2109,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"3852","R_e3sv8fCiRv5qdTb",978,"Facebook",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"3853","R_e4WTokpGe890THr",137,"Facebook",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"3854","R_e4mJCCbmc5wtuTL",1578,"WhatsApp_Ind",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"3855","R_e9dUWfcIIcIImC5",2233,"Remind_Show",0,1,c(32.5263061523438, 29.9736938476562),"Suez"
"3856","R_eCEa3sWF3YF8KM9",3380,"Remind_Show",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"3857","R_eCN3T8hgA8HHio1",3602,"WhatsApp_Ind",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"3858","R_eE5zCveSahduOCR",252,"Control",0,1,c(30.4716033935547, 31.0321044921875),"Behera"
"3859","R_eE6DKBfMKxvk8Uh",1884,"Remind_Show",0,1,c(32.6535949707031, 25.6954956054688),"Luxor"
"3860","R_eEQ1NADKG696xfH",1986,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"3861","R_eFL8XstlHM8Gdwd",2766,"WhatsApp_Group",0,1,c(31.2230072021484, 30.0355072021484),"0"
"3862","R_eG2nH8MHd5Pegyl",905,"Control",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"3863","R_eJORBLR8KhVoznz",1933,"WhatsApp_Group",0,1,c(31.1867065429688, 27.1817016601562),"Assiut"
"3864","R_eKT0kMZqtkRFD0d",616,"Control",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"3865","R_eOGq3luSgXoj2Rb",1077,"Control",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"3866","R_eP1Y57hb39DH3pv",4090,"WhatsApp_Group",0,1,c(31.3000030517578, 30.0666961669922),"Cairo"
"3867","R_eUOBaA42Sig6QiR",3507,"WhatsApp_Ind",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"3868","R_eVfGG8hECMzGzmN",3366,"Remind_Show",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"3869","R_eVsGSk8ZwsckRPz",2659,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"3870","R_eVv9kyD2W2tCV2N",2797,"WhatsApp_Ind",0,1,c(32.9069976806641, 24.0933990478516),"Aswan"
"3871","R_eYch9uDhM1y90xX",2861,"Remind_Show",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"3872","R_eYdgvmBqcWv41bP",740,"Control",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"3873","R_ea4svFrQ8Ju79Ch",637,"Facebook",0,1,c(30.9169006347656, 29.9463958740234),"Giza"
"3874","R_eaBYSCifMJlX985",2159,"WhatsApp_Group",0,1,c(31.2904052734375, 30.9416046142578),"Dakahlia"
"3875","R_eanyrf81LOqzRFD",3005,"WhatsApp_Ind",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"3876","R_ebonAQg1fRlMsmZ",914,"Control",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"3877","R_eeqsUcCU8Xk3N3H",652,"Facebook",0,1,c(29.9528961181641, 31.2162017822266),"Alexandria"
"3878","R_efiCUAKSewvkim5",629,"Control",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"3879","R_eh2FugVoPCR6Zi1",1262,"Facebook",0,1,c(29.9528961181641, 31.2162017822266),"Alexandria"
"3880","R_eh45apvX3DeCVah",1609,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"3881","R_eh6Cs9d7MaenYWd",2816,"Remind_Show",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"3882","R_ehWyICO6Rg9fShz",1477,"WhatsApp_Group",0,1,c(31.0003967285156, 30.7866058349609),"Gharbia"
"3883","R_ekxqS9gl5b0eJZ7",1149,"Control",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"3884","R_elZGV3IKozPVTeF",2487,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"3885","R_elfjfBtKfJgCgWR",27,"Control",0,1,c(29.9528961181641, 31.2162017822266),"Alexandria"
"3886","R_elllW9n8e5NvDIR",3809,"WhatsApp_Group",0,1,c(30.7530975341797, 28.1112976074219),"Menia"
"3887","R_eqVDDJ8hAWuQWNH",1960,"WhatsApp_Ind",0,1,c(31.0003967285156, 30.7866058349609),"Gharbia"
"3888","R_erhopBoD7MeGodr",375,"Facebook",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"3889","R_esQ6DiNmd7q2rFD",925,"Control",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"3890","R_etFY5Iyq9eFCGwF",2134,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"3891","R_etl0vzWBmmP12VP",546,"Facebook",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"3892","R_ewVXUdfV9wnBLMd",3243,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"3893","R_ex16He9BdzTKR57",3523,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"3894","R_ex4tbChASuRSYBH",565,"Facebook",0,1,c(31.1867065429688, 27.1817016601562),"Assiut"
"3895","R_exQpaxJVTF9KIal",340,"Control",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"3896","R_exnC5awvHGN8ygV",2098,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"3897","R_oYl3ShC1xmuHrHj",1723,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"3898","R_oZBg2d8d4e4kdR7",3635,"WhatsApp_Ind",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"3899","R_oZY2mGB9qVCwGat",116,"Facebook",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"3900","R_p0DEoalj6y95qAF",3902,"Remind_Show",0,1,c(29.9528961181641, 31.2162017822266),"Alexandria"
"3901","R_p3GdaGEv8NSR9tL",1338,"Remind_Show",0,1,c(31.2194061279297, 30.0079956054688),"Giza"
"3902","R_p4Q7oYEknbhBR5v",2271,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"3903","R_p5DDgbsn7jEBc4h",1597,"WhatsApp_Ind",0,1,c(31.0003967285156, 30.7866058349609),"Gharbia"
"3904","R_p5TvZHN7kNLlK0h",2324,"WhatsApp_Group",0,1,c(31.2194061279297, 30.0079956054688),"Giza"
"3905","R_p6GlLw3marMkP0B",3556,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"3906","R_p9pYjZBDy1UDhND",1305,"Remind_Show",0,1,c(31.2194061279297, 30.0079956054688),"Giza"
"3907","R_pAXGwPWL9C8gAk9",1008,"Facebook",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"3908","R_pF9otPKwDbA7Ud3",3173,"WhatsApp_Ind",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"3909","R_pGXXbJPPu6RtVst",2502,"WhatsApp_Ind",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"3910","R_pGbqy00OvYWcgMh",3345,"Remind_Show",0,1,c(31.2247009277344, 30.0648956298828),"Cairo"
"3911","R_pL8KG0CQT5kJ1yV",1378,"Remind_Show",0,1,c(29.9528961181641, 31.2162017822266),"Alexandria"
"3912","R_pPMNT4ycbC21x7z",1172,"Control",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"3913","R_pQNXVvlmIGz4gut",4113,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"3914","R_pRWM3isPlpFDWU1",2734,"WhatsApp_Group",0,1,c(29.9528961181641, 31.2162017822266),"Alexandria"
"3915","R_pT7hnqFnpgGaAfL",1394,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"3916","R_paXkQjevESZ6cRb",244,"Control",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"3917","R_pbIecQ9468TwW6B",509,"Control",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"3918","R_pcLEW8v76gJ8DhD",2782,"WhatsApp_Group",0,1,c(30.7530975341797, 28.1112976074219),"Menia"
"3919","R_pcUTMvz1YAllbYl",2818,"Remind_Show",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"3920","R_pgRYH8DYUoCNLR7",2293,"WhatsApp_Ind",0,1,c(31.6947937011719, 26.5570068359375),"Suhag"
"3921","R_pi1NuOUepSnNQtP",2023,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"3922","R_piulmkCVsay0h7r",3487,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"3923","R_plRgg2jh9zsj2IV",2197,"WhatsApp_Ind",0,1,c(31.2194061279297, 30.0079956054688),"Giza"
"3924","R_pmHS2iOTrSU3t4t",69,"Control",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"3925","R_pnE3ktgwOwDoxIl",3630,"WhatsApp_Ind",0,1,c(31.1867065429688, 27.1817016601562),"Assiut"
"3926","R_pnEwcbhdweq4sYV",2031,"WhatsApp_Ind",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"3927","R_pnFwuQeuAwZAq5z",3927,"WhatsApp_Group",0,1,c(30.7530975341797, 28.1112976074219),"Menia"
"3928","R_po3iCJgtvAA8fip",3793,"WhatsApp_Group",0,1,c(30.7530975341797, 28.1112976074219),"Menia"
"3929","R_po7qsFuXhXpsy3v",2396,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"3930","R_pu4aBbHYsGTJ8iJ",3354,"Remind_Show",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"3931","R_puVI5rtcvjEBl1D",3270,"WhatsApp_Ind",0,1,c(32.6535949707031, 25.6954956054688),"Luxor"
"3932","R_pz4uQ9I3Ep5H3JD",786,"Control",0,1,c(31.2230072021484, 30.0355072021484),"0"
"3933","R_pzmTEmKeXNhlNM5",2218,"Remind_Show",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"3934","R_pztnE9ot02BpRMR",1606,"WhatsApp_Ind",0,1,c(30.841796875, 29.3099060058594),"Fayoum"
"3935","R_qCJLZZXQd14wWd3",2765,"WhatsApp_Ind",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"3936","R_qCQYVC0grxSM4Vj",877,"Control",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"3937","R_qDa7UTzRqLpsTUR",3202,"WhatsApp_Group",0,1,c(29.9528961181641, 31.2162017822266),"Alexandria"
"3938","R_qEo9k1Z7r8rTlol",1245,"Control",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"3939","R_qIbgTPB37ipx5MR",1061,"Control",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"3940","R_qJSE60xn0eHo2YN",1170,"Control",0,1,c(29.9528961181641, 31.2162017822266),"Alexandria"
"3941","R_qKPD3ltYL7IK4Ol",342,"Control",0,1,c(29.9528961181641, 31.2162017822266),"Alexandria"
"3942","R_qKtqnZjRQUEuIb7",84,"Control",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"3943","R_qLp7QBo0s33Fa7f",3075,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"3944","R_qLxcl5mAx7slDup",1654,"Remind_Show",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"3945","R_qQ5N2KQj2WYoguJ",3962,"WhatsApp_Ind",0,1,c(30.9452972412109, 30.6806945800781),"Menoufia"
"3946","R_qR5xgKUDnMudaiR",3622,"WhatsApp_Group",0,1,c(31.1759948730469, 30.4580993652344),"Kalyoubia"
"3947","R_qUUWclN5SvTGnwl",938,"Control",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"3948","R_qV3qUNbiStzhSW5",3839,"WhatsApp_Ind",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"3949","R_qVJCQQIyop3Fcel",728,"Control",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"3950","R_qWSkUpFJ5Q0pl6N",2373,"WhatsApp_Ind",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"3951","R_qXHIp8S4iJEeUaR",1770,"WhatsApp_Group",0,1,c(31.2230072021484, 30.0355072021484),"0"
"3952","R_qwFcDGYlgT6t853",1386,"WhatsApp_Group",0,1,c(32.7266998291016, 26.1641998291016),"Qena"
"3953","R_qyc58UTCd4YzlQt",1309,"Remind_Show",0,1,c(32.2758941650391, 30.6045989990234),"Ismailia"
"3954","R_qzwdNTJsWKrqwX7",1243,"Control",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"3955","R_qzwvqDtKQWEzhgB",2393,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"3956","R_r1JUShSGzDtCGGt",1498,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"3957","R_r1krrz9v3CCvadX",260,"Control",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"3958","R_r6ByAXbZ23iHbIR",4160,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"3959","R_r6E1gPgHvtKx0B3",1505,"WhatsApp_Ind",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"3960","R_rd9KlKRVLir63AJ",3160,"WhatsApp_Group",0,1,c(29.9528961181641, 31.2162017822266),"Alexandria"
"3961","R_reVRMXLuIHObjUJ",3774,"WhatsApp_Ind",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"3962","R_rezR84i89SHWT4Z",1988,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"3963","R_rkdMEfwgO7XfZjb",3776,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"3964","R_roQWFw4dVNQQ2FX",1546,"WhatsApp_Ind",0,1,c(31.1867065429688, 27.1817016601562),"Assiut"
"3965","R_rqjjhW12N7h5wI1",881,"Control",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"3966","R_rrNUGcTBj3T9QHL",2683,"WhatsApp_Group",0,1,c(29.9528961181641, 31.2162017822266),"Alexandria"
"3967","R_rrmNDymzd6wPOKt",3918,"WhatsApp_Group",0,1,c(32.5263061523438, 29.9736938476562),"Suez"
"3968","R_rroJlEkSyG50JtD",1249,"Control",0,1,c(31.1867065429688, 27.1817016601562),"Assiut"
"3969","R_s4DwxfyI0jckuC5",1346,"Remind_Show",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"3970","R_s4EYp11evSt9o6l",4045,"Remind_Show",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"3971","R_s5URRc6oKPSpNoB",29,"Control",0,1,c(31.2194061279297, 30.0079956054688),"Giza"
"3972","R_s7JzeH5HdTGyHdL",491,"Facebook",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"3973","R_sAvtVJqCkBVPL5D",3161,"WhatsApp_Group",0,1,c(32.2841033935547, 31.2565002441406),"Port Said"
"3974","R_sB7h6qCidccO5uF",3034,"WhatsApp_Group",0,1,c(31.3843994140625, 31.0370941162109),"Dakahlia"
"3975","R_sBhznlSo2KhtfON",286,"Control",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"3976","R_sCiN14LayDhE6J3",3346,"Remind_Show",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"3977","R_sF286XJpJtTJpRf",3143,"WhatsApp_Group",0,1,c(31.1867065429688, 27.1817016601562),"Assiut"
"3978","R_sFINxQesfRjdz45",1221,"Control",0,1,c(32.7266998291016, 26.1641998291016),"Qena"
"3979","R_sFKwlT3GyhcdC8N",2662,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"3980","R_sFN3usXAdNljayR",1963,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"3981","R_sGO2a8br51Bio2R",2796,"WhatsApp_Group",0,1,c(29.9528961181641, 31.2162017822266),"Alexandria"
"3982","R_sGXsGwlt1NNc0tr",1461,"WhatsApp_Group",0,1,c(31.8105010986328, 31.4165954589844),"0"
"3983","R_sHeDzJdppjAyw1z",1274,"Facebook",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"3984","R_sHxynlLXJm11WPD",870,"Control",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"3985","R_sI0B22CZ5V23yCd",34,"Control",0,1,c(30.4716033935547, 31.0321044921875),"Behera"
"3986","R_sLQpVLdfaj3Eym5",686,"Control",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"3987","R_sNBJiPxtSmOkgil",1476,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"3988","R_sOovapOUmLwO9pL",461,"Control",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"3989","R_sOsbTsaN5UUI2v7",1521,"WhatsApp_Ind",0,1,c(31.1867065429688, 27.1817016601562),"Assiut"
"3990","R_sSCuKqIwTaC1ANH",1260,"Facebook",0,1,c(32.9069976806641, 24.0933990478516),"Aswan"
"3991","R_sSWPHMDQRGV2RgZ",171,"Control",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"3992","R_sSiV56JwQWlJGcV",3692,"Remind_Show",0,1,c(33.8180999755859, 27.2528991699219),"Red Sea"
"3993","R_sYD6GMzUPG2kftL",3472,"WhatsApp_Ind",0,1,c(29.9528961181641, 31.2162017822266),"Alexandria"
"3994","R_sYm71cro39Aw4XT",3409,"Remind_Show",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"3995","R_sZJTyJgDJweV0Yh",3043,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"3996","R_saEm1M4UYTqjyIp",1817,"Remind_Show",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"3997","R_saNzQ8RtH7X5VQd",1842,"Remind_Show",0,1,c(29.9528961181641, 31.2162017822266),"Alexandria"
"3998","R_sbdIUdhP12pVImB",1142,"Control",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"3999","R_scJnZoQNskBMsBX",1574,"WhatsApp_Ind",0,1,c(31.3843994140625, 31.0370941162109),"Dakahlia"
"4000","R_scn5MMuxPDDcNOx",136,"Facebook",0,1,c(31.4393005371094, 30.7568969726562),"Sharkia"
"4001","R_sd6xFtzdvHHTgul",2491,"WhatsApp_Ind",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"4002","R_sdo6WGfZyJ4jqBb",3230,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"4003","R_siLRm6zFLXl9LIB",2020,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"4004","R_siNtCg1mWzoDifv",2773,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"4005","R_sjlk9QYfQhxy4x3",1790,"Remind_Show",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"4006","R_snGcKhez71LYpsl",3835,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"4007","R_sq9bp50hqINZIcN",3753,"WhatsApp_Group",0,1,c(31.2194061279297, 30.0079956054688),"Giza"
"4008","R_suJcCJVxPppGF5T",732,"Control",0,1,c(29.9528961181641, 31.2162017822266),"Alexandria"
"4009","R_sv7PJnrvc69VWsV",158,"Facebook",0,1,c(29.9528961181641, 31.2162017822266),"Alexandria"
"4010","R_swb8utEKxbFtnr3",1668,"Remind_Show",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"4011","R_szZ07PkvrzYebtf",3470,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"4012","R_t0cgXGRYza8N0ch",82,"Control",0,1,c(31.3843994140625, 31.0370941162109),"Dakahlia"
"4013","R_t0qlDRcEMaID5NT",2264,"WhatsApp_Group",0,1,c(30.4716033935547, 31.0321044921875),"Behera"
"4014","R_t0qrIAcGr5N941X",2124,"WhatsApp_Ind",0,1,c(29.9528961181641, 31.2162017822266),"Alexandria"
"4015","R_tFn0sxNrz9GBs5P",141,"Facebook",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"4016","R_tLidgPtpFsFe8Rr",522,"Control",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"4017","R_tLmHzlynAe46M3D",303,"Control",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"4018","R_tMOcSlzENimvCPn",2131,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"4019","R_tMwDRaRvDPwnHDH",959,"Control",0,1,c(31.2194061279297, 30.0079956054688),"Giza"
"4020","R_tQ9XfvN4fNbHSzD",2946,"WhatsApp_Ind",0,1,c(29.9528961181641, 31.2162017822266),"Alexandria"
"4021","R_tQK9mE0DVQpTWH7",3640,"WhatsApp_Ind",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"4022","R_tSWGvRhkzjGLHhv",2187,"WhatsApp_Ind",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"4023","R_tVQjIMAVjlyFM53",2805,"WhatsApp_Ind",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"4024","R_tVXiTXwyL8hMkZb",3364,"Remind_Show",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"4025","R_tVrwFTiOpMNfvJT",3595,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"4026","R_tWCkIAsFJvppl61",929,"Control",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"4027","R_tXnnTgQs6ATpwpX",3814,"WhatsApp_Ind",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"4028","R_tY5pwYzraDYaw5H",1890,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"4029","R_u2gV4lj1xixk6id",903,"Control",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"4030","R_u4E8AuaVnyRoI4V",3826,"WhatsApp_Group",0,1,c(31.2230072021484, 30.0355072021484),"0"
"4031","R_u4T0yZYyasPdbep",100,"Control",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"4032","R_u98BxTuGGBV1pM5",15,"Control",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"4033","R_u9vVxZ5lLMUU1uF",4092,"WhatsApp_Group",0,1,c(29.9528961181641, 31.2162017822266),"Alexandria"
"4034","R_ua0ALTsqTvG0FlT",1760,"WhatsApp_Group",0,1,c(31.6947937011719, 26.5570068359375),"Suhag"
"4035","R_uaFacLlg8gZ86nT",3941,"WhatsApp_Ind",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"4036","R_uazGDI2aDNCoHHr",1318,"Remind_Show",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"4037","R_ueqmFhyKmdoAmwp",1082,"Control",0,1,c(31.8105010986328, 31.4165954589844),"0"
"4038","R_uh1urUNErDq89JD",1457,"WhatsApp_Ind",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"4039","R_ukWrvXoZ1D47ptv",2528,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"4040","R_ulT0iu5YQaRM6w9",2343,"WhatsApp_Ind",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"4041","R_umPPFtPrvsW374l",1725,"WhatsApp_Group",0,1,c(29.9528961181641, 31.2162017822266),"Alexandria"
"4042","R_umppbgAt3UXpAQx",1385,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"4043","R_undf6sUjGufe3Yt",2733,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"4044","R_uwRKEmSX1Y4LFEl",2618,"Remind_Show",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"4045","R_uxMNMId3LW0iPtL",232,"Control",0,1,c(31.2113037109375, 30.0381927490234),"Giza"
"4046","R_uxl1eEisctKuYKd",2113,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"4047","R_uz9lDS64ezeKoDf",1637,"WhatsApp_Ind",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"4048","R_vD1d26m7dm93WNP",1059,"Control",0,1,c(31.1759948730469, 30.4580993652344),"Kalyoubia"
"4049","R_vD388fZ9RRB4yzv",3956,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"4050","R_vDJAEnbi94DqfjX",1267,"Facebook",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"4051","R_vGebg6vok0FImwF",4022,"WhatsApp_Group",0,1,c(29.9528961181641, 31.2162017822266),"Alexandria"
"4052","R_vIZxFPXVPOpdGzD",2384,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"4053","R_vIejFQJw18Sks01",651,"Facebook",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"4054","R_vIy6AJ6DxNRd6wh",477,"Facebook",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"4055","R_vMELwiA3NajQlJD",2780,"WhatsApp_Group",0,1,c(31.0977935791016, 29.0744018554688),"Beni Suef"
"4056","R_vMEwvaUe4ZtTMWJ",1137,"Control",0,1,c(29.9528961181641, 31.2162017822266),"Alexandria"
"4057","R_vNwtUHFt8enUTlf",729,"Control",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"4058","R_vOn00DsZlll6rQJ",3248,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"4059","R_vPvOrygY6wKi0eZ",593,"Control",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"4060","R_vST1FrVqm3QdSM1",3288,"WhatsApp_Ind",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"4061","R_vT4W9mR8gDXLtf3",2295,"WhatsApp_Ind",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"4062","R_vTV4zLx84yipJf3",2459,"WhatsApp_Group",0,1,c(29.9528961181641, 31.2162017822266),"Alexandria"
"4063","R_vTc3qr5jsFQZAd3",3164,"WhatsApp_Ind",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"4064","R_vVmy0eggGPcjrvX",2297,"WhatsApp_Ind",0,1,c(31.2194061279297, 30.0079956054688),"Giza"
"4065","R_vZC0GQebBqIsek1",4140,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"4066","R_vZg4zO9ZkG3DwMp",3373,"Remind_Show",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"4067","R_vjDoREeRWtXFyxz",1458,"WhatsApp_Group",0,1,c(31.2230072021484, 30.0355072021484),"0"
"4068","R_vjM5qBFijxyfurD",8,"Control",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"4069","R_vjWmIV9m8WO1Vnz",206,"Facebook",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"4070","R_vjbZmyyANA1XKjD",1042,"Control",0,1,c(31.2230072021484, 30.0355072021484),"0"
"4071","R_vkHQrmhlQTS3gWZ",1362,"Remind_Show",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
